Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_008728515.1		Primary Assembly	Un			VSMJ01000227.1	Chromosome		NW_022162077.1	unplaced-scaffold	156934		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000228.1	Chromosome		NW_022162088.1	unplaced-scaffold	156843		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000229.1	Chromosome		NW_022162099.1	unplaced-scaffold	156425		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000230.1	Chromosome		NW_022162110.1	unplaced-scaffold	155822		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000231.1	Chromosome		NW_022162121.1	unplaced-scaffold	155792		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000232.1	Chromosome		NW_022162132.1	unplaced-scaffold	155311		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000233.1	Chromosome		NW_022162143.1	unplaced-scaffold	155202		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000234.1	Chromosome		NW_022162154.1	unplaced-scaffold	155075		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000235.1	Chromosome		NW_022162165.1	unplaced-scaffold	153995		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000236.1	Chromosome		NW_022162176.1	unplaced-scaffold	152639		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000237.1	Chromosome		NW_022162187.1	unplaced-scaffold	152513		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000238.1	Chromosome		NW_022162197.1	unplaced-scaffold	151798		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000239.1	Chromosome		NW_022162208.1	unplaced-scaffold	151207		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000240.1	Chromosome		NW_022162219.1	unplaced-scaffold	150811		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000241.1	Chromosome		NW_022162230.1	unplaced-scaffold	150230		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000242.1	Chromosome		NW_022162242.1	unplaced-scaffold	149691		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000243.1	Chromosome		NW_022162253.1	unplaced-scaffold	148924		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000244.1	Chromosome		NW_022162263.1	unplaced-scaffold	148723		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000245.1	Chromosome		NW_022162273.1	unplaced-scaffold	148564		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000246.1	Chromosome		NW_022162284.1	unplaced-scaffold	148404		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000247.1	Chromosome		NW_022162295.1	unplaced-scaffold	146828		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000248.1	Chromosome		NW_022162306.1	unplaced-scaffold	146041		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000249.1	Chromosome		NW_022162317.1	unplaced-scaffold	144436		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000250.1	Chromosome		NW_022162328.1	unplaced-scaffold	142953		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000251.1	Chromosome		NW_022162339.1	unplaced-scaffold	142431		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000252.1	Chromosome		NW_022162351.1	unplaced-scaffold	141708		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000253.1	Chromosome		NW_022162362.1	unplaced-scaffold	141122		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000254.1	Chromosome		NW_022162373.1	unplaced-scaffold	139883		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000255.1	Chromosome		NW_022162384.1	unplaced-scaffold	73463		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000256.1	Chromosome		NW_022162394.1	unplaced-scaffold	5000		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000257.1	Chromosome		NW_022162405.1	unplaced-scaffold	61088		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000258.1	Chromosome		NW_022162416.1	unplaced-scaffold	139444		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000259.1	Chromosome		NW_022162427.1	unplaced-scaffold	138510		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000260.1	Chromosome		NW_022162438.1	unplaced-scaffold	138311		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000261.1	Chromosome		NW_022162448.1	unplaced-scaffold	136904		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000262.1	Chromosome		NW_022162458.1	unplaced-scaffold	136307		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000263.1	Chromosome		NW_022162469.1	unplaced-scaffold	135685		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000264.1	Chromosome		NW_022162480.1	unplaced-scaffold	135653		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000265.1	Chromosome		NW_022162491.1	unplaced-scaffold	135136		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000266.1	Chromosome		NW_022162501.1	unplaced-scaffold	134876		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000267.1	Chromosome		NW_022162512.1	unplaced-scaffold	133344		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000268.1	Chromosome		NW_022162523.1	unplaced-scaffold	132496		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000269.1	Chromosome		NW_022162534.1	unplaced-scaffold	131737		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000270.1	Chromosome		NW_022162545.1	unplaced-scaffold	131514		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000271.1	Chromosome		NW_022162556.1	unplaced-scaffold	131270		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000272.1	Chromosome		NW_022162568.1	unplaced-scaffold	130491		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000273.1	Chromosome		NW_022162579.1	unplaced-scaffold	130361		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000274.1	Chromosome		NW_022162590.1	unplaced-scaffold	130239		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000275.1	Chromosome		NW_022162601.1	unplaced-scaffold	129122		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000276.1	Chromosome		NW_022162612.1	unplaced-scaffold	129079		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000277.1	Chromosome		NW_022162623.1	unplaced-scaffold	129059		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000278.1	Chromosome		NW_022162634.1	unplaced-scaffold	129012		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000279.1	Chromosome		NW_022162644.1	unplaced-scaffold	128295		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000280.1	Chromosome		NW_022162655.1	unplaced-scaffold	127752		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000281.1	Chromosome		NW_022162666.1	unplaced-scaffold	127479		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000282.1	Chromosome		NW_022162677.1	unplaced-scaffold	127039		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000283.1	Chromosome		NW_022162688.1	unplaced-scaffold	126445		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000284.1	Chromosome		NW_022162698.1	unplaced-scaffold	126292		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000285.1	Chromosome		NW_022162709.1	unplaced-scaffold	125036		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000286.1	Chromosome		NW_022162718.1	unplaced-scaffold	124598		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000287.1	Chromosome		NW_022162729.1	unplaced-scaffold	124594		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000288.1	Chromosome		NW_022162739.1	unplaced-scaffold	124509		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000289.1	Chromosome		NW_022162750.1	unplaced-scaffold	123320		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000290.1	Chromosome		NW_022162761.1	unplaced-scaffold	122967		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000291.1	Chromosome		NW_022162772.1	unplaced-scaffold	122641		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000292.1	Chromosome		NW_022162784.1	unplaced-scaffold	122169		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000293.1	Chromosome		NW_022162795.1	unplaced-scaffold	122115		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000294.1	Chromosome		NW_022162806.1	unplaced-scaffold	122052		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000295.1	Chromosome		NW_022162815.1	unplaced-scaffold	120004		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000296.1	Chromosome		NW_022162826.1	unplaced-scaffold	119559		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000297.1	Chromosome		NW_022162837.1	unplaced-scaffold	119149		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000298.1	Chromosome		NW_022162848.1	unplaced-scaffold	119054		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000299.1	Chromosome		NW_022162858.1	unplaced-scaffold	118724		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000300.1	Chromosome		NW_022162869.1	unplaced-scaffold	118497		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000301.1	Chromosome		NW_022162880.1	unplaced-scaffold	118281		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000302.1	Chromosome		NW_022162890.1	unplaced-scaffold	117414		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000303.1	Chromosome		NW_022162901.1	unplaced-scaffold	117345		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000304.1	Chromosome		NW_022162912.1	unplaced-scaffold	117184		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000305.1	Chromosome		NW_022162923.1	unplaced-scaffold	116678		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000306.1	Chromosome		NW_022162934.1	unplaced-scaffold	116453		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000307.1	Chromosome		NW_022162944.1	unplaced-scaffold	116437		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000308.1	Chromosome		NW_022162955.1	unplaced-scaffold	116160		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000309.1	Chromosome		NW_022162964.1	unplaced-scaffold	116156		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000310.1	Chromosome		NW_022162975.1	unplaced-scaffold	116009		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000311.1	Chromosome		NW_022162984.1	unplaced-scaffold	115982		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000312.1	Chromosome		NW_022162996.1	unplaced-scaffold	115614		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000313.1	Chromosome		NW_022163007.1	unplaced-scaffold	115525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000314.1	Chromosome		NW_022163018.1	unplaced-scaffold	115525		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000315.1	Chromosome		NW_022163029.1	unplaced-scaffold	115410		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000316.1	Chromosome		NW_022163040.1	unplaced-scaffold	115307		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000317.1	Chromosome		NW_022163051.1	unplaced-scaffold	115245		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000318.1	Chromosome		NW_022163062.1	unplaced-scaffold	113837		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000319.1	Chromosome		NW_022163072.1	unplaced-scaffold	113594		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000320.1	Chromosome		NW_022163083.1	unplaced-scaffold	113242		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000321.1	Chromosome		NW_022163094.1	unplaced-scaffold	113236		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000322.1	Chromosome		NW_022163107.1	unplaced-scaffold	112343		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000323.1	Chromosome		NW_022163118.1	unplaced-scaffold	112026		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000324.1	Chromosome		NW_022163129.1	unplaced-scaffold	111576		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000325.1	Chromosome		NW_022163139.1	unplaced-scaffold	111576		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000326.1	Chromosome		NW_022163148.1	unplaced-scaffold	111317		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000327.1	Chromosome		NW_022163159.1	unplaced-scaffold	111070		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000328.1	Chromosome		NW_022163170.1	unplaced-scaffold	110348		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000329.1	Chromosome		NW_022163181.1	unplaced-scaffold	110000		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000330.1	Chromosome		NW_022163192.1	unplaced-scaffold	109615		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000331.1	Chromosome		NW_022163203.1	unplaced-scaffold	109484		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000332.1	Chromosome		NW_022163215.1	unplaced-scaffold	109405		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000333.1	Chromosome		NW_022163226.1	unplaced-scaffold	109317		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000334.1	Chromosome		NW_022163237.1	unplaced-scaffold	109069		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000335.1	Chromosome		NW_022163248.1	unplaced-scaffold	109032		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000336.1	Chromosome		NW_022163259.1	unplaced-scaffold	108766		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000337.1	Chromosome		NW_022163270.1	unplaced-scaffold	108403		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000338.1	Chromosome		NW_022163281.1	unplaced-scaffold	107390		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000339.1	Chromosome		NW_022163292.1	unplaced-scaffold	107386		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000340.1	Chromosome		NW_022163303.1	unplaced-scaffold	107229		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000341.1	Chromosome		NW_022163313.1	unplaced-scaffold	106714		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000342.1	Chromosome		NW_022163324.1	unplaced-scaffold	106219		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000343.1	Chromosome		NW_022163335.1	unplaced-scaffold	105790		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000344.1	Chromosome		NW_022163345.1	unplaced-scaffold	105712		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000345.1	Chromosome		NW_022163356.1	unplaced-scaffold	104768		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000346.1	Chromosome		NW_022163367.1	unplaced-scaffold	104736		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000347.1	Chromosome		NW_022163377.1	unplaced-scaffold	104183		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000348.1	Chromosome		NW_022163388.1	unplaced-scaffold	104056		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000349.1	Chromosome		NW_022163398.1	unplaced-scaffold	103854		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000350.1	Chromosome		NW_022163408.1	unplaced-scaffold	103405		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000351.1	Chromosome		NW_022163419.1	unplaced-scaffold	103213		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000352.1	Chromosome		NW_022163431.1	unplaced-scaffold	103117		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000353.1	Chromosome		NW_022163442.1	unplaced-scaffold	102947		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000354.1	Chromosome		NW_022163451.1	unplaced-scaffold	102834		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000355.1	Chromosome		NW_022163462.1	unplaced-scaffold	102655		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000356.1	Chromosome		NW_022163473.1	unplaced-scaffold	102557		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000357.1	Chromosome		NW_022163484.1	unplaced-scaffold	101826		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000358.1	Chromosome		NW_022163493.1	unplaced-scaffold	101535		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000359.1	Chromosome		NW_022163504.1	unplaced-scaffold	101315		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000360.1	Chromosome		NW_022163514.1	unplaced-scaffold	101306		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000361.1	Chromosome		NW_022163524.1	unplaced-scaffold	100587		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000362.1	Chromosome		NW_022163535.1	unplaced-scaffold	100586		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000363.1	Chromosome		NW_022163545.1	unplaced-scaffold	99979		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000364.1	Chromosome		NW_022163554.1	unplaced-scaffold	99754		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000365.1	Chromosome		NW_022163565.1	unplaced-scaffold	99095		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000366.1	Chromosome		NW_022163575.1	unplaced-scaffold	98591		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000367.1	Chromosome		NW_022163586.1	unplaced-scaffold	98195		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000368.1	Chromosome		NW_022163596.1	unplaced-scaffold	96872		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000369.1	Chromosome		NW_022163607.1	unplaced-scaffold	94460		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000370.1	Chromosome		NW_022163618.1	unplaced-scaffold	93940		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000371.1	Chromosome		NW_022163629.1	unplaced-scaffold	93830		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000372.1	Chromosome		NW_022163641.1	unplaced-scaffold	93556		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000373.1	Chromosome		NW_022163652.1	unplaced-scaffold	92325		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000374.1	Chromosome		NW_022163663.1	unplaced-scaffold	92261		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000375.1	Chromosome		NW_022163673.1	unplaced-scaffold	92178		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000376.1	Chromosome		NW_022163683.1	unplaced-scaffold	91664		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000377.1	Chromosome		NW_022163694.1	unplaced-scaffold	91644		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000378.1	Chromosome		NW_022163705.1	unplaced-scaffold	91633		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000379.1	Chromosome		NW_022163716.1	unplaced-scaffold	90739		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000380.1	Chromosome		NW_022163726.1	unplaced-scaffold	90270		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000381.1	Chromosome		NW_022163736.1	unplaced-scaffold	90265		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000382.1	Chromosome		NW_022163747.1	unplaced-scaffold	90135		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000383.1	Chromosome		NW_022163757.1	unplaced-scaffold	89346		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000384.1	Chromosome		NW_022163768.1	unplaced-scaffold	89312		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000385.1	Chromosome		NW_022163778.1	unplaced-scaffold	89043		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000386.1	Chromosome		NW_022163789.1	unplaced-scaffold	88879		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000387.1	Chromosome		NW_022163800.1	unplaced-scaffold	88863		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000388.1	Chromosome		NW_022163809.1	unplaced-scaffold	87772		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000389.1	Chromosome		NW_022163820.1	unplaced-scaffold	87187		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000390.1	Chromosome		NW_022163831.1	unplaced-scaffold	87178		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000391.1	Chromosome		NW_022163841.1	unplaced-scaffold	87167		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000392.1	Chromosome		NW_022163853.1	unplaced-scaffold	86977		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000393.1	Chromosome		NW_022163863.1	unplaced-scaffold	86552		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000394.1	Chromosome		NW_022163872.1	unplaced-scaffold	86524		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000395.1	Chromosome		NW_022163882.1	unplaced-scaffold	85711		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000396.1	Chromosome		NW_022163893.1	unplaced-scaffold	85535		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000397.1	Chromosome		NW_022163902.1	unplaced-scaffold	85404		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000398.1	Chromosome		NW_022163913.1	unplaced-scaffold	84835		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000399.1	Chromosome		NW_022163923.1	unplaced-scaffold	84790		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000400.1	Chromosome		NW_022163934.1	unplaced-scaffold	84716		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000401.1	Chromosome		NW_022163945.1	unplaced-scaffold	84557		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000402.1	Chromosome		NW_022163957.1	unplaced-scaffold	84086		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000403.1	Chromosome		NW_022163967.1	unplaced-scaffold	83968		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000404.1	Chromosome		NW_022163977.1	unplaced-scaffold	83892		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000405.1	Chromosome		NW_022163986.1	unplaced-scaffold	83693		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000406.1	Chromosome		NW_022163996.1	unplaced-scaffold	82940		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000407.1	Chromosome		NW_022164007.1	unplaced-scaffold	82931		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000408.1	Chromosome		NW_022164018.1	unplaced-scaffold	82789		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000409.1	Chromosome		NW_022164029.1	unplaced-scaffold	82650		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000410.1	Chromosome		NW_022164039.1	unplaced-scaffold	82627		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000411.1	Chromosome		NW_022164049.1	unplaced-scaffold	82620		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000412.1	Chromosome		NW_022164060.1	unplaced-scaffold	82599		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000413.1	Chromosome		NW_022164070.1	unplaced-scaffold	82599		
GCF_008728515.1		Primary Assembly	Un			VSMJ01000414.1	Chromosome		NW_022164080.1	unplaced-scaffold	82288		
