Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain
SRR15559180,WGS,300,3198882300,PRJNA755322,SAMN20815203,MIGS.eu,1189798338,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857356,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_174,Not applicable,AMB_174,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:42:00Z,1,AMB_174,SRP332951,Not applicable
SRR15559181,WGS,300,4458931800,PRJNA755322,SAMN20815238,MIGS.eu,1642353547,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857355,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_171,Not applicable,AMB_171,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:45:00Z,1,AMB_171,SRP332951,Not applicable
SRR15559182,WGS,300,3654444000,PRJNA755322,SAMN20815145,MIGS.eu,1356513483,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857354,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_170,Not applicable,AMB_170,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:44:00Z,1,AMB_170,SRP332951,Not applicable
SRR15559183,WGS,300,4532559600,PRJNA755322,SAMN20814983,MIGS.eu,1679044154,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857353,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_169,Not applicable,AMB_169,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:43:00Z,1,AMB_169,SRP332951,Not applicable
SRR15559184,WGS,300,4618848000,PRJNA755322,SAMN20815213,MIGS.eu,1715270022,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857352,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_166,Not applicable,AMB_166,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:46:00Z,1,AMB_166,SRP332951,Not applicable
SRR15559185,WGS,300,5288067300,PRJNA755322,SAMN20815124,MIGS.eu,1952987949,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857351,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_165,Not applicable,AMB_165,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:47:00Z,1,AMB_165,SRP332951,Not applicable
SRR15559186,WGS,300,5154151200,PRJNA755322,SAMN20814991,MIGS.eu,1910611607,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857350,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_163,Not applicable,AMB_163,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:46:00Z,1,AMB_163,SRP332951,Not applicable
SRR15559187,WGS,300,4661484000,PRJNA755322,SAMN20815126,MIGS.eu,1762509958,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857349,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_160,Not applicable,AMB_160,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:46:00Z,1,AMB_160,SRP332951,Not applicable
SRR15559188,WGS,300,4567713600,PRJNA755322,SAMN20815187,MIGS.eu,1680431632,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857348,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_159,Not applicable,AMB_159,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:46:00Z,1,AMB_159,SRP332951,Not applicable
SRR15559189,WGS,300,4318661100,PRJNA755322,SAMN20815051,MIGS.eu,1603884124,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857347,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_015,Not applicable,AMB_015,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:46:00Z,1,AMB_015,SRP332951,Not applicable
SRR15559190,WGS,300,5342159400,PRJNA755322,SAMN20815288,MIGS.eu,1976077976,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857346,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_154,Not applicable,AMB_154,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:44:00Z,1,AMB_154,SRP332951,Not applicable
SRR15559191,WGS,300,6085532400,PRJNA755322,SAMN20814982,MIGS.eu,2241516794,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857345,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_153,Not applicable,AMB_153,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:54:00Z,1,AMB_153,SRP332951,Not applicable
SRR15559192,WGS,300,4461050700,PRJNA755322,SAMN20815066,MIGS.eu,1643696452,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857344,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_152,Not applicable,AMB_152,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:45:00Z,1,AMB_152,SRP332951,Not applicable
SRR15559193,WGS,300,4054379100,PRJNA755322,SAMN20814984,MIGS.eu,1488380991,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857343,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_149,Not applicable,AMB_149,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:42:00Z,1,AMB_149,SRP332951,Not applicable
SRR15559194,WGS,300,3658743900,PRJNA755322,SAMN20815234,MIGS.eu,1336828915,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857342,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_148,Not applicable,AMB_148,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:45:00Z,1,AMB_148,SRP332951,Not applicable
SRR15559195,WGS,300,3265810800,PRJNA755322,SAMN20815020,MIGS.eu,1210169384,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857341,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_139,Not applicable,AMB_139,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:41:00Z,1,AMB_139,SRP332951,Not applicable
SRR15559196,WGS,300,4118447700,PRJNA755322,SAMN20815216,MIGS.eu,1528323540,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857340,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_134,Not applicable,AMB_134,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:40:00Z,1,AMB_134,SRP332951,Not applicable
SRR15559197,WGS,300,3634308600,PRJNA755322,SAMN20815000,MIGS.eu,1376694119,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857339,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_132,Not applicable,AMB_132,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:40:00Z,1,AMB_132,SRP332951,Not applicable
SRR15559198,WGS,300,4263696600,PRJNA755322,SAMN20815010,MIGS.eu,1580810588,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857338,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_130,Not applicable,AMB_130,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:44:00Z,1,AMB_130,SRP332951,Not applicable
SRR15559199,WGS,300,3184673100,PRJNA755322,SAMN20815115,MIGS.eu,1183411081,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857337,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_127,Not applicable,AMB_127,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:40:00Z,1,AMB_127,SRP332951,Not applicable
SRR15559200,WGS,300,3313602300,PRJNA755322,SAMN20815017,MIGS.eu,1239584229,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857336,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_014,Not applicable,AMB_014,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:47:00Z,1,AMB_014,SRP332951,Not applicable
SRR15559201,WGS,300,4819548600,PRJNA755322,SAMN20815084,MIGS.eu,1781870490,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857335,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_121,Not applicable,AMB_121,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:46:00Z,1,AMB_121,SRP332951,Not applicable
SRR15559202,WGS,300,3054086700,PRJNA755322,SAMN20815211,MIGS.eu,1112876461,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857334,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_118,Not applicable,AMB_118,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:40:00Z,1,AMB_118,SRP332951,Not applicable
SRR15559203,WGS,300,5123773500,PRJNA755322,SAMN20815254,MIGS.eu,1876513760,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857333,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_113,Not applicable,AMB_113,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:46:00Z,1,AMB_113,SRP332951,Not applicable
SRR15559204,WGS,300,3657438600,PRJNA755322,SAMN20814968,MIGS.eu,1359477811,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857332,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_095,Not applicable,AMB_095,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:42:00Z,1,AMB_095,SRP332951,Not applicable
SRR15559205,WGS,300,4359291000,PRJNA755322,SAMN20815142,MIGS.eu,1619204095,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857331,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_090,Not applicable,AMB_090,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:45:00Z,1,AMB_090,SRP332951,Not applicable
SRR15559206,WGS,300,2952530100,PRJNA755322,SAMN20815095,MIGS.eu,1095256044,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857330,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_087,Not applicable,AMB_087,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:40:00Z,1,AMB_087,SRP332951,Not applicable
SRR15559207,WGS,300,3794430900,PRJNA755322,SAMN20815172,MIGS.eu,1415195784,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857329,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_086,Not applicable,AMB_086,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:41:00Z,1,AMB_086,SRP332951,Not applicable
SRR15559208,WGS,300,3027109500,PRJNA755322,SAMN20815101,MIGS.eu,1104008015,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857328,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_084,Not applicable,AMB_084,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:40:00Z,1,AMB_084,SRP332951,Not applicable
SRR15559209,WGS,300,4389015300,PRJNA755322,SAMN20815161,MIGS.eu,1602771862,DUKE UNIVERSITY,Not applicable,public,Not applicable,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857327,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_083,Not applicable,AMB_083,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:46:00Z,1,AMB_083,SRP332951,Not applicable
SRR15559210,WGS,300,4577102400,PRJNA755322,SAMN20815151,MIGS.eu,1756626623,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857326,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_069,Not applicable,AMB_069,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:45:00Z,1,AMB_069,SRP332951,Not applicable
SRR15559211,WGS,300,3296277600,PRJNA755322,SAMN20814932,MIGS.eu,1240980667,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857325,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_011,Not applicable,AMB_011,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:39:00Z,1,AMB_011,SRP332951,Not applicable
SRR15559212,WGS,300,3067921800,PRJNA755322,SAMN20815026,MIGS.eu,1157244274,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857324,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_066,Not applicable,AMB_066,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:40:00Z,1,AMB_066,SRP332951,Not applicable
SRR15559213,WGS,300,4069524300,PRJNA755322,SAMN20815050,MIGS.eu,1497848915,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857323,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_063,Not applicable,AMB_063,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:42:00Z,1,AMB_063,SRP332951,Not applicable
SRR15559214,WGS,300,3851259000,PRJNA755322,SAMN20814911,MIGS.eu,1461233978,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857322,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_062,Not applicable,AMB_062,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:47:00Z,1,AMB_062,SRP332951,Not applicable
SRR15559215,WGS,300,4804959900,PRJNA755322,SAMN20814980,MIGS.eu,1849070061,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857321,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_058,Not applicable,AMB_058,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:45:00Z,1,AMB_058,SRP332951,Not applicable
SRR15559216,WGS,300,4815426600,PRJNA755322,SAMN20814985,MIGS.eu,1816765763,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857320,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_052,Not applicable,AMB_052,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:42:00Z,1,AMB_052,SRP332951,Not applicable
SRR15559217,WGS,300,4372854900,PRJNA755322,SAMN20815043,MIGS.eu,1608356691,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857319,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_051,Not applicable,AMB_051,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:45:00Z,1,AMB_051,SRP332951,Not applicable
SRR15559218,WGS,300,4709147400,PRJNA755322,SAMN20814994,MIGS.eu,1779815145,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857318,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_049,Not applicable,AMB_049,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:41:00Z,1,AMB_049,SRP332951,Not applicable
SRR15559219,WGS,300,4305808800,PRJNA755322,SAMN20815045,MIGS.eu,1594565326,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857317,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_048,Not applicable,AMB_048,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:43:00Z,1,AMB_048,SRP332951,Not applicable
SRR15559220,WGS,300,5881056900,PRJNA755322,SAMN20815013,MIGS.eu,2188318517,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857316,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_043,Not applicable,AMB_043,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:50:00Z,1,AMB_043,SRP332951,Not applicable
SRR15559221,WGS,300,4809655500,PRJNA755322,SAMN20815208,MIGS.eu,1791886114,DUKE UNIVERSITY,Not applicable,public,Not applicable,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857315,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_042,Not applicable,AMB_042,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:46:00Z,1,AMB_042,SRP332951,Not applicable
SRR15559222,WGS,300,4386573600,PRJNA755322,SAMN20814941,MIGS.eu,1631094826,DUKE UNIVERSITY,Not applicable,public,Not applicable,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Not applicable,Not applicable,Not applicable,Not applicable,SRX11857314,uncalculated,uncalculated,Not applicable,HiSeq X Ten,Not applicable,AMB_008,Not applicable,AMB_008,PAIRED,RANDOM,GENOMIC,Papio cynocephalus x Papio anubis,ILLUMINA,2022-07-07T00:00:00Z,2021-08-21T16:43:00Z,1,AMB_008,SRP332951,Not applicable
