Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,SRA Study,tissue,create_date,version,BREED,Cultivar,dev_stage,Ecotype,strain
SRR10076345,missing,WGS,300,110421409500,PRJNA433868,SAMN12703533,Model organism or animal,36032742166,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6809747,Illumina HiSeq 2500,1X4519,1X4519,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X4519,missing,SRP132725,blood,2019-09-05T22:55:00Z,1,missing,missing,missing,missing,missing
SRR10076346,missing,WGS,300,93034298700,PRJNA433868,SAMN12703532,Model organism or animal,42789938935,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6809746,Illumina HiSeq 2500,1X4080,6_1X4080,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X4080,missing,SRP132725,blood,2019-09-05T23:36:00Z,1,missing,missing,missing,missing,missing
SRR10076347,missing,WGS,300,100237478100,PRJNA433868,SAMN12703532,Model organism or animal,39509072926,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6809745,Illumina HiSeq 2500,1X4080,1x4080,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X4080,missing,SRP132725,blood,2019-09-05T22:46:00Z,1,missing,missing,missing,missing,missing
SRR10076348,missing,WGS,300,109503564600,PRJNA433868,SAMN12703531,Model organism or animal,35581573418,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6809744,Illumina HiSeq 2500,1X2055,1X2055,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X2055,missing,SRP132725,blood,2019-09-05T23:54:00Z,1,missing,missing,missing,missing,missing
SRR10076349,missing,WGS,300,104682269100,PRJNA433868,SAMN12703530,Model organism or animal,34017523436,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6809743,Illumina HiSeq 2500,1X2054,1X2054,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X2054,missing,SRP132725,blood,2019-09-05T22:46:00Z,1,missing,missing,missing,missing,missing
SRR10076350,missing,WGS,300,105021080700,PRJNA433868,SAMN12703529,Model organism or animal,34116866511,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6809742,Illumina HiSeq 2500,1X1960,1X1960,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X1960,missing,SRP132725,blood,2019-09-06T02:01:00Z,1,missing,missing,missing,missing,missing
SRR10076351,missing,WGS,300,119928512100,PRJNA433868,SAMN12703528,Model organism or animal,39030705363,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6809741,Illumina HiSeq 2500,18929,18929,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,18929,missing,SRP132725,blood,2019-09-06T00:10:00Z,1,missing,missing,missing,missing,missing
SRR10076352,missing,WGS,300,201028527000,PRJNA433868,SAMN12703527,Model organism or animal,86034516032,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6809740,Illumina HiSeq 2500,17903,17903,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,17903,missing,SRP132725,blood,2019-09-06T04:54:00Z,1,missing,missing,missing,missing,missing
SRR10076353,missing,WGS,300,125671097100,PRJNA433868,SAMN12703505,Model organism or animal,48246597024,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6809739,Illumina HiSeq 2500,14068,30X_14068,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,14068,missing,SRP132725,blood,2019-09-06T01:19:00Z,1,missing,missing,missing,missing,missing
SRR10076354,missing,WGS,300,68579859300,PRJNA433868,SAMN12703526,Model organism or animal,22312029577,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6809738,Illumina HiSeq 2500,16853,16853,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,16853,missing,SRP132725,blood,2019-09-05T22:18:00Z,1,missing,missing,missing,missing,missing
SRR10076355,missing,WGS,300,69880858500,PRJNA433868,SAMN12703526,Model organism or animal,31503059898,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6809737,Illumina HiSeq 2500,16853,10_16853,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,16853,missing,SRP132725,blood,2019-09-05T23:14:00Z,1,missing,missing,missing,missing,missing
SRR10076356,missing,WGS,300,319158452100,PRJNA433868,SAMN12703525,Model organism or animal,104062350910,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6809736,Illumina HiSeq 2500,16413,16413,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,16413,missing,SRP132725,blood,2019-09-06T05:52:00Z,1,missing,missing,missing,missing,missing
SRR10076357,missing,WGS,300,340724157600,PRJNA433868,SAMN12703524,Model organism or animal,110924437972,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6809735,Illumina HiSeq 2500,15444,15444,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-08T00:00:00Z,15444,missing,SRP132725,blood,2019-09-08T01:59:00Z,1,missing,missing,missing,missing,missing
SRR10076358,missing,WGS,300,106544710800,PRJNA433868,SAMN12703523,Model organism or animal,34643645287,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6809734,Illumina HiSeq 2500,1X1958,1X1958,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X1958,missing,SRP132725,blood,2019-09-06T00:25:00Z,1,missing,missing,missing,missing,missing
SRR10076359,missing,WGS,300,191555453100,PRJNA433868,SAMN12703522,Model organism or animal,62155205450,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6809733,Illumina HiSeq 2500,1X1392,1X1392,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X1392,missing,SRP132725,blood,2019-09-06T01:59:00Z,1,missing,missing,missing,missing,missing
SRR10076360,missing,WGS,300,115226167200,PRJNA433868,SAMN12703521,Model organism or animal,37448121870,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6809732,Illumina HiSeq 2500,1X1237,1X1237,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X1237,missing,SRP132725,blood,2019-09-06T01:15:00Z,1,missing,missing,missing,missing,missing
SRR10076361,missing,WGS,300,104469028500,PRJNA433868,SAMN12703520,Model organism or animal,34028648470,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6809731,Illumina HiSeq 2500,1X1230,1X1230,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X1230,missing,SRP132725,blood,2019-09-05T23:50:00Z,1,missing,missing,missing,missing,missing
SRR10076362,missing,WGS,300,105973113300,PRJNA433868,SAMN12703519,Model organism or animal,34415109546,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6809730,Illumina HiSeq 2500,1X0843,1X0843,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X0843,missing,SRP132725,blood,2019-09-06T00:16:00Z,1,missing,missing,missing,missing,missing
SRR10076363,missing,WGS,300,174612442800,PRJNA433868,SAMN12703518,Model organism or animal,75129110346,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6809729,Illumina HiSeq 2500,14756,14756,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,14756,missing,SRP132725,blood,2019-09-06T04:30:00Z,1,missing,missing,missing,missing,missing
SRR10076364,missing,WGS,300,235683559500,PRJNA433868,SAMN12703504,Model organism or animal,95146852141,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6809728,Illumina HiSeq 2500,11885,60X_11885,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,11885,missing,SRP132725,blood,2019-09-06T06:03:00Z,1,missing,missing,missing,missing,missing
SRR10076365,missing,WGS,300,111371243100,PRJNA433868,SAMN12703517,Model organism or animal,36228459848,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6809727,Illumina HiSeq 2500,14435,14435,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,14435,missing,SRP132725,blood,2019-09-06T00:54:00Z,1,missing,missing,missing,missing,missing
SRR10076366,missing,WGS,300,113500027800,PRJNA433868,SAMN12703516,Model organism or animal,36920053690,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6809726,Illumina HiSeq 2500,14204,14204,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,14204,missing,SRP132725,blood,2019-09-06T00:46:00Z,1,missing,missing,missing,missing,missing
SRR10076367,missing,WGS,300,77044966500,PRJNA433868,SAMN12703515,Model organism or animal,34899214983,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6809725,Illumina HiSeq 2500,13951,9_13951,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,13951,missing,SRP132725,blood,2019-09-05T23:56:00Z,1,missing,missing,missing,missing,missing
SRR10076368,missing,WGS,300,75090595500,PRJNA433868,SAMN12703515,Model organism or animal,24390128614,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6809724,Illumina HiSeq 2500,13951,13951,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,13951,missing,SRP132725,blood,2019-09-05T23:12:00Z,1,missing,missing,missing,missing,missing
SRR10076369,missing,WGS,300,116233539600,PRJNA433868,SAMN12703514,Model organism or animal,37762181447,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6809723,Illumina HiSeq 2500,10987,10987,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,10987,missing,SRP132725,blood,2019-09-06T02:02:00Z,1,missing,missing,missing,missing,missing
SRR10076370,missing,WGS,300,102937993800,PRJNA433868,SAMN12703513,Model organism or animal,33417926370,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6809722,Illumina HiSeq 2500,10489,10489,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,10489,missing,SRP132725,blood,2019-09-06T00:44:00Z,1,missing,missing,missing,missing,missing
SRR10076371,missing,WGS,300,109998349800,PRJNA433868,SAMN12703512,Model organism or animal,35764333989,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6809721,Illumina HiSeq 2500,1_0291,1_0291,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1_0291,missing,SRP132725,blood,2019-09-05T23:19:00Z,1,missing,missing,missing,missing,missing
SRR10076372,missing,WGS,294,145034538554,PRJNA433868,SAMN12703511,Model organism or animal,64787609959,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6809720,Illumina HiSeq 2500,1X0830,HKKGGCCXX_4_160403_FR07921267_Other__R_151123_JEFWAL_M007,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X0830,missing,SRP132725,blood,2019-09-06T03:08:00Z,1,missing,missing,missing,missing,missing
SRR10076373,missing,WGS,291,141797935690,PRJNA433868,SAMN12703510,Model organism or animal,63329119699,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6809719,Illumina HiSeq 2500,1X0351,HKKGGCCXX_6_160403_FR07921257_Other__R_151123_JEFWAL_M007,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X0351,missing,SRP132725,blood,2019-09-06T01:28:00Z,1,missing,missing,missing,missing,missing
SRR10076374,missing,WGS,300,18861821400,PRJNA433868,SAMN12703510,Model organism or animal,8024635425,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6809718,Illumina HiSeq 2500,1X0351,1X0351,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,1X0351,missing,SRP132725,blood,2019-09-05T21:34:00Z,1,missing,missing,missing,missing,missing
SRR10076375,missing,WGS,300,116127641100,PRJNA433868,SAMN12703503,Model organism or animal,44070221709,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6809717,Illumina HiSeq 2500,7267,30X_7267,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,7267,missing,SRP132725,blood,2019-09-06T01:26:00Z,1,missing,missing,missing,missing,missing
SRR10076376,missing,WGS,300,84612412200,PRJNA433868,SAMN12703503,Model organism or animal,38859952772,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6809716,Illumina HiSeq 2500,7267,1_7267,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2019-09-06T00:00:00Z,7267,missing,SRP132725,blood,2019-09-06T00:27:00Z,1,missing,missing,missing,missing,missing
SRR11999473,missing,WGS,300,88001513400,PRJNA433868,SAMN15217255,Model organism or animal,39953948653,COLUMBIA UNIVERSITY,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8533011,HiSeq X Ten,7311,3_7311,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2020-07-14T00:00:00Z,7311,female,SRP132725,missing,2020-06-11T22:33:00Z,1,missing,missing,missing,missing,missing
SRR12001098,not collected,WGS,300,94625622300,PRJNA433868,SAMN08887720,Model organism or animal,42187424031,COLUMBIA UNIVERSITY,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX8534336,HiSeq X Ten,14012,8_14012,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2020-07-14T00:00:00Z,14012,not collected,SRP132725,missing,2020-06-12T05:59:00Z,1,,,,,
SRR8285720,missing,WGS,295,138439586127,PRJNA433868,SAMN10524566,Model organism or animal,57630400364,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5100438,Illumina HiSeq 2500,1X1672,HV23KCCXX_2_160403_FR07921258_Other__R_151123_JEFWAL_M007,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-12-06T00:00:00Z,1X1672,missing,SRP132725,missing,2018-12-06T18:30:00Z,1,missing,missing,missing,missing,missing
SRR8285721,missing,WGS,292,133570413970,PRJNA433868,SAMN10524565,Model organism or animal,61509856677,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5100437,Illumina HiSeq 2500,1X0026,HN2GWCCXX_5_160403_FR07921246_Other__R_151123_JEFWAL_M008,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-12-06T00:00:00Z,1X0026,missing,SRP132725,missing,2018-12-06T18:32:00Z,1,missing,missing,missing,missing,missing
SRR8285722,missing,WGS,296,145466518882,PRJNA433868,SAMN10524560,Model organism or animal,60107717738,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5100436,Illumina HiSeq 2500,1X0832,HGTGYCCXX_7_160403_FR07921221_Other__R_151123_JEFWAL_M008,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-12-06T00:00:00Z,1X0832,missing,SRP132725,missing,2018-12-06T16:38:00Z,1,missing,missing,missing,missing,missing
SRR8285723,missing,WGS,291,127446023326,PRJNA433868,SAMN10524559,Model organism or animal,52910295890,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5100435,Illumina HiSeq 2500,1X1032,HGTGYCCXX_1_160403_FR07921215_Other__R_151123_JEFWAL_M008,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-12-06T00:00:00Z,1X1032,missing,SRP132725,missing,2018-12-06T16:52:00Z,1,missing,missing,missing,missing,missing
SRR8285724,missing,WGS,288,133300147097,PRJNA433868,SAMN10524562,Model organism or animal,61517950119,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5100434,Illumina HiSeq 2500,1X1146,HN2GWCCXX_3_160403_FR07921240_Other__R_151123_JEFWAL_M008,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-12-06T00:00:00Z,1X1146,missing,SRP132725,missing,2018-12-06T17:01:00Z,1,missing,missing,missing,missing,missing
SRR8285725,missing,WGS,267,117141711517,PRJNA433868,SAMN10524561,Model organism or animal,49466370243,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5100433,Illumina HiSeq 2500,1X1947,HGTVGCCXX_8_160403_FR07921235_Other__R_151123_JEFWAL_M008,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-12-06T00:00:00Z,1X1947,missing,SRP132725,missing,2018-12-06T16:54:00Z,1,missing,missing,missing,missing,missing
SRR8285726,missing,WGS,294,151177861264,PRJNA433868,SAMN10524543,Model organism or animal,60526301644,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX5100432,Illumina HiSeq 2500,1X0110,HGTVTCCXX_4_160403_FR07921242_Other__R_151123_JEFWAL_M008,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2018-12-06T00:00:00Z,1X0110,missing,SRP132725,missing,2018-12-06T17:56:00Z,1,missing,missing,missing,missing,missing
SRR8285727,missing,WGS,293,134468567112,PRJNA433868,SAMN10524542,Model organism or animal,59340091571,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5100431,Illumina HiSeq 2500,1X3576,HKKKKCCXX_3_160403_FR07921203_Other__R_151123_JEFWAL_M008,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-12-06T00:00:00Z,1X3576,missing,SRP132725,missing,2018-12-06T17:30:00Z,1,missing,missing,missing,missing,missing
SRR8285728,missing,WGS,290,131749980163,PRJNA433868,SAMN10524541,Model organism or animal,55183375625,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5100430,Illumina HiSeq 2500,1X2304,HV23KCCXX_1_160403_FR07921251_Other__R_151123_JEFWAL_M007,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2018-12-06T00:00:00Z,1X2304,missing,SRP132725,missing,2018-12-06T16:54:00Z,1,missing,missing,missing,missing,missing
SRR8285729,missing,WGS,293,134102475563,PRJNA433868,SAMN10524540,Model organism or animal,61292911355,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5100429,Illumina HiSeq 2500,1X2049,HN2GWCCXX_1_160403_FR07921237_Other__R_151123_JEFWAL_M008,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2018-12-06T00:00:00Z,1X2049,missing,SRP132725,missing,2018-12-06T17:05:00Z,1,missing,missing,missing,missing,missing
SRR8285730,missing,WGS,297,111266458072,PRJNA433868,SAMN10524547,Model organism or animal,50116307968,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5100428,Illumina HiSeq 2500,1X0576,H5CV3ALXX_1_160823_FR07886409_Other__R_160531_JEFWAL_DNA_M001,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-12-06T00:00:00Z,1X0576,missing,SRP132725,missing,2018-12-06T16:06:00Z,1,missing,missing,missing,missing,missing
SRR8285731,missing,WGS,298,147100905571,PRJNA433868,SAMN10524546,Model organism or animal,62657304800,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5100427,Illumina HiSeq 2500,1_3548,H5CVJALXX_1_160823_FR07886417_Other__R_160531_JEFWAL_DNA_M001,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2018-12-06T00:00:00Z,1_3548,missing,SRP132725,missing,2018-12-06T17:41:00Z,1,missing,missing,missing,missing,missing
SRR8285732,missing,WGS,298,152455234794,PRJNA433868,SAMN10524545,Model organism or animal,65742966640,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5100426,Illumina HiSeq 2500,1X2208,H5CVJALXX_5_160823_FR07886421_Other__R_160531_JEFWAL_DNA_M001,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2018-12-06T00:00:00Z,1X2208,missing,SRP132725,missing,2018-12-06T17:41:00Z,1,missing,missing,missing,missing,missing
SRR8285733,missing,WGS,285,125377732371,PRJNA433868,SAMN10524544,Model organism or animal,52790909959,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5100425,Illumina HiSeq 2500,1X1734,HGTVGCCXX_7_160403_FR07921233_Other__R_151123_JEFWAL_M008,PAIRED,RANDOM,GENOMIC,Papio cynocephalus,ILLUMINA,2018-12-06T00:00:00Z,1X1734,missing,SRP132725,missing,2018-12-06T18:09:00Z,1,missing,missing,missing,missing,missing
SRR8285734,missing,WGS,300,118756859100,PRJNA433868,SAMN10524549,Model organism or animal,38714042720,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5100424,Illumina HiSeq 2500,1X1126,1X1126,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-12-06T00:00:00Z,1X1126,missing,SRP132725,missing,2018-12-06T16:13:00Z,1,missing,missing,missing,missing,missing
SRR8285735,missing,WGS,297,144621293447,PRJNA433868,SAMN10524548,Model organism or animal,65321357220,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5100423,Illumina HiSeq 2500,1X1152,HCCHFALXX_3_160823_FR07886411_Other__R_160531_JEFWAL_DNA_M001,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-12-06T00:00:00Z,1X1152,missing,SRP132725,missing,2018-12-06T17:11:00Z,1,missing,missing,missing,missing,missing
SRR8285736,missing,WGS,292,149034999834,PRJNA433868,SAMN10524567,Model organism or animal,61275258526,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5100422,Illumina HiSeq 2500,1X1939,HV2F7CCXX_6_160403_FR07921262_Other__R_151123_JEFWAL_M007,PAIRED,RANDOM,GENOMIC,Papio anubis,ILLUMINA,2018-12-06T00:00:00Z,1X1939,missing,SRP132725,missing,2018-12-06T17:46:00Z,1,missing,missing,missing,missing,missing
